gender,total_words,theme,theme_keyword_count,theme_keyword_normalized_term_frequency,theme_cSFIDF,id
men,1145415,Socioeconomic Status/Spending/Poverty,2007,0.0017522033498775552,0.23071316230592886,bootstrap 7
men,1145415,Testimony re Gender-Based Violence ,4365,0.0038108458506305575,0.3130892856847326,bootstrap 7
men,1145415,Women’s Non-Domestic Work,2415,0.0021084061235447414,0.25438770166002167,bootstrap 7
women,2789595,Characterization,38452,0.013784079767851606,0.42405690180631256,bootstrap 7
women,2789595,Clothing/Makeup/Appearance ,3609,0.0012937361875110904,0.2133860595683966,bootstrap 7
women,2789595,Drugs and Addiction,10179,0.003648916778242003,0.28678975805233575,bootstrap 7
women,2789595,Emotions,4739,0.001698812910117777,0.23145123975620194,bootstrap 7
women,2789595,Explicit Reference to Defendant’s Gender ,4868,0.0017450561819905756,0.2380877725344967,bootstrap 7
women,2789595,Figurative/Metaphorical Language,5405,0.0019375572439726913,0.248618954739729,bootstrap 7
women,2789595,Gender and Gender Roles,20430,0.007323643754738591,0.364037476599796,bootstrap 7
women,2789595,Immigration,6734,0.0024139704867552456,0.2605853898750864,bootstrap 7
women,2789595,Intimate Partner Relationships,5606,0.0020096107141000753,0.2447096232518927,bootstrap 7
women,2789595,Mental Health/Mental Disability,27422,0.009830100785239434,0.37830301159165186,bootstrap 7
women,2789595,Parenting Language,82464,0.029561280400918412,0.4857292266602747,bootstrap 7
women,2789595,Racial Tropes,4645,0.0016651162623965128,0.23233735594288565,bootstrap 7
women,2789595,Religion ,3452,0.001237455616317064,0.2094318601975629,bootstrap 7
women,2789595,Sexual Language,12654,0.004536142343243374,0.31465223770854056,bootstrap 7
women,2789595,Sexuality,482,0.00017278493831541855,0.1054651341098654,bootstrap 7
women,2789595,Socioeconomic Status/Spending/Poverty,5973,0.002141171030203309,0.25503853099098656,bootstrap 7
women,2789595,Testimony re Gender-Based Violence ,8052,0.002886440504804461,0.27248262844821036,bootstrap 7
women,2789595,Women’s Non-Domestic Work,5340,0.001914256370548413,0.24239241612037946,bootstrap 7
men,1149002,Characterization,15672,0.013639662942275123,0.42275477071918505,bootstrap 8
men,1149002,Clothing/Makeup/Appearance ,1678,0.001460397806096073,0.22477538745389902,bootstrap 8
men,1149002,Drugs and Addiction,7244,0.006304601732634059,0.3785444392224579,bootstrap 8
men,1149002,Emotions,2324,0.0020226248518279344,0.25488616211052945,bootstrap 8
men,1149002,Explicit Reference to Defendant’s Gender ,1623,0.001412530178363484,0.21551692502681535,bootstrap 8
men,1149002,Figurative/Metaphorical Language,1528,0.0013298497304617398,0.20522040889777474,bootstrap 8
men,1149002,Gender and Gender Roles,7203,0.006268918591960676,0.3397703782356935,bootstrap 8
men,1149002,Immigration,2982,0.002595295743610542,0.27108710880997045,bootstrap 8
men,1149002,Intimate Partner Relationships,2771,0.002411658117218247,0.2698779898941545,bootstrap 8
men,1149002,Mental Health/Mental Disability,17426,0.01516620510669259,0.4737377618603722,bootstrap 8
men,1149002,Parenting Language,40365,0.03513048715319904,0.5319873013113695,bootstrap 8
